step_id,need_type,turn,role,text,intent,codes,cluster,run,conversation_id
1,task,1,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,1,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,2,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,2,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,3,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,3,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,4,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,4,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,5,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,5,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,6,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,6,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,7,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,7,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,task,8,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
2,science,1,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
2,science,1,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
2,science,2,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
2,science,2,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
2,science,3,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
2,science,3,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
2,science,4,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
3,history,1,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,1,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,1,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,2,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,2,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,3,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,3,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,4,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,4,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
4,task,5,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
5,science,1,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
5,science,1,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
5,science,2,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
5,science,2,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
5,science,3,agent,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
5,science,3,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
5,science,4,user,,NA,,C1_Hyperpolite,1,C1_Hyperpolite__run01
1,science,1,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,1,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,2,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,2,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,3,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,3,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,4,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,4,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,5,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,5,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,6,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,6,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,7,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,7,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,8,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,8,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,9,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,9,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,10,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,10,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,11,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,11,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,12,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,12,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,13,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,13,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,14,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,14,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,15,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,15,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,16,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,16,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,17,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,17,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,18,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,18,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,19,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,19,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,20,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,20,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,21,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,21,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,22,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,22,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,23,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,23,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,science,24,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,1,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,1,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,2,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,2,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,3,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,3,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,4,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,4,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,5,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,5,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
2,history,6,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,1,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,1,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,2,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,2,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,3,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,3,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,4,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,4,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,5,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,5,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,6,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,6,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,7,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,7,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,8,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,8,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
3,task,9,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,1,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,1,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,2,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,2,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,3,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,3,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,4,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,4,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,5,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,5,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,6,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,6,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,7,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,7,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,8,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,8,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
4,science,9,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,1,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,1,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,2,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,2,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,3,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,3,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,4,agent,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,4,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
5,history,5,user,,NA,,C1_Hyperpolite,2,C1_Hyperpolite__run02
1,history,1,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
1,history,1,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
1,history,2,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
1,history,2,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
1,history,3,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
1,history,3,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
1,history,4,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,1,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,1,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,2,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,2,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,3,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,3,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,4,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,4,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,5,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,5,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,6,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,6,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,7,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,7,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,8,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,8,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,9,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,9,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
2,task,10,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
3,science,1,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
3,science,1,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
3,science,2,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
3,science,2,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
3,science,3,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,1,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,1,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,2,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,2,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,3,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,3,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,4,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,4,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,5,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,5,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,6,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,6,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,7,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,7,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,8,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,8,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,9,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,9,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,10,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,10,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,11,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,11,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
4,history,12,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,1,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,1,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,2,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,2,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,3,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,3,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,4,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,4,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,5,agent,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,5,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
5,task,6,user,,NA,,C1_Hyperpolite,3,C1_Hyperpolite__run03
1,task,1,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,1,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,2,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,2,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,3,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,3,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,4,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,4,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,5,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,5,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,6,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,6,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,7,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,7,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,task,8,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
2,science,1,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
2,science,1,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
2,science,2,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
3,history,1,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
3,history,1,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
3,history,2,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
4,task,1,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
4,task,1,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
4,task,2,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
4,task,2,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
4,task,3,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
4,task,3,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
4,task,4,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
5,science,1,agent,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
5,science,1,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
5,science,2,user,,NA,,C3_DirectLowPoliteness,1,C3_DirectLowPoliteness__run01
1,science,1,agent,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
1,science,1,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
1,science,2,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
2,history,1,agent,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
2,history,1,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
2,history,2,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
3,task,1,agent,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
3,task,1,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
3,task,2,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
4,science,1,agent,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
4,science,1,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
4,science,2,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
5,history,1,agent,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
5,history,1,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
5,history,2,user,,NA,,C3_DirectLowPoliteness,2,C3_DirectLowPoliteness__run02
1,history,1,agent,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
1,history,1,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
1,history,2,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
2,task,1,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
3,science,1,agent,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
3,science,1,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
3,science,2,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
4,history,1,agent,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
4,history,1,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
4,history,2,agent,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
4,history,2,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
4,history,3,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
5,task,1,agent,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
5,task,1,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
5,task,2,agent,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
5,task,2,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
5,task,3,agent,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
5,task,3,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
5,task,4,user,,NA,,C3_DirectLowPoliteness,3,C3_DirectLowPoliteness__run03
